title,authors,url,abstract,abstract_ja,avg_rating,figure1_or_table1
Accurate Learning of Graph Representations with Graph Multiset Pooling,"['Jinheon Baek', 'Minki Kang', 'Sung Ju Hwang']",https://openreview.net/forum?id=JHcqXGaqiGn,"Message-passing graph neural networks have been widely used on modeling graph data, achieving impressive results on a number of graph classification and link prediction tasks. Yet, obtaining an accurate representation for a graph further requires a well-defined pooling function that maps the set of node representations into a compact form, without information loss of the individual node features and the global graph structure. A simple sum or average over all node representations considers all node features equally without consideration of their task relevance, and any structural dependencies among them. Recently proposed hierarchical graph pooling methods, on the other hand, may yield the same representation for two different graphs that are distinguished by the Weisfeiler-Lehman test, as they suboptimally preserve information from the node features. To tackle these limitations of existing graph pooling methods, we first formulate the graph pooling problem as a multiset encoding problem with auxiliary information about the graph structure, and propose a Graph Multiset Transformer (GMT) which is a multi-head attention based global pooling layer that captures the interaction between nodes according to their structural dependencies. We show that GMT satisfies both injectiveness and permutation invariance, such that it is at most as powerful as the Weisfeiler-Lehman graph isomorphism test. Moreover, our methods can be easily extended to the previous node clustering approaches for hierarchical graph pooling. Our experimental results show that GMT significantly outperforms state-of-the-art graph pooling methods on graph classification benchmarks with high memory efficiency, and obtains even larger performance gain on graph reconstruction and generation tasks, which more directly measure the expressiveness of graph pooling methods.",メッセージパッシンググラフニューラルネットワークは、グラフデータのモデリングに広く使用されており、多くのグラフ分類およびリンク予測タスクで印象的な結果を達成しています。ただし、グラフの正確な表現を取得するには、個々のノード機能とグローバルグラフ構造の情報を失うことなく、ノード表現のセットをコンパクトな形式にマッピングする明確に定義されたプーリング関数がさらに必要です。すべてのノード表現の単純な合計または平均は、タスクの関連性やそれらの間の構造的な依存関係を考慮せずに、すべてのノード機能を等しく考慮します。一方、最近提案された階層グラフプーリング方法は、ノードの特徴からの情報を最適に保持しないため、Weisfeiler-Lehmanテストによって区別される2つの異なるグラフに対して同じ表現を生成する可能性があります。既存のグラフプーリング方法のこれらの制限に取り組むために、まずグラフプーリング問題をグラフ構造に関する補助情報を含むマルチセットエンコーディング問題として定式化し、マルチヘッドアテンションベースのグローバルプーリングレイヤーであるグラフマルチセットトランスフォーマー（GMT）を提案します。構造的な依存関係に従ってノード間の相互作用をキャプチャします。 GMTは、注入性と順列不変性の両方を満たし、Weisfeiler-Lehmanグラフ同型検定と同じくらい強力であることを示します。さらに、私たちの方法は、階層グラフプーリングのための以前のノードクラスタリングアプローチに簡単に拡張できます。私たちの実験結果は、GMTが、高いメモリ効率を備えたグラフ分類ベンチマークで最先端のグラフプーリング手法を大幅に上回り、グラフの再構築および生成タスクでさらに大きなパフォーマンスの向上を実現し、グラフプーリング手法の表現力をより直接的に測定することを示しています。 。,6.0,
Combining Physics and Machine Learning for Network Flow Estimation,"['Arlei Lopes da Silva', 'Furkan Kocayusufoglu', 'Saber Jafarpour', 'Francesco Bullo', 'Ananthram Swami', 'Ambuj Singh']",https://openreview.net/forum?id=l0V53bErniB,"The flow estimation problem consists of predicting missing edge flows in a network (e.g., traffic, power and water) based on partial observations. These missing flows depend both on the underlying physics (edge features and a flow conservation law) as well as the observed edge flows. This paper introduces an optimization framework for computing missing flows and solves the problem using bilevel optimization and deep learning. Empirical results show that the method accurately predicts missing flows, outperforming the best baseline by up to 20%, and is able to capture relevant physical properties in traffic and power networks.",フロー推定の問題は、部分的な観測に基づいて、ネットワーク内の欠落しているエッジフロー（トラフィック、電力、水など）を予測することで構成されます。これらの欠落したフローは、基礎となる物理学（エッジの特徴とフロー保存則）と、観測されたエッジフローの両方に依存します。このホワイトペーパーでは、欠落しているフローを計算するための最適化フレームワークを紹介し、バイレベル最適化とディープラーニングを使用して問題を解決します。経験的結果は、この方法が欠落しているフローを正確に予測し、最良のベースラインを最大20回上回っていることを示しています。,6.0,
VA-RED$^2$: Video Adaptive Redundancy Reduction,"['Bowen Pan', 'Rameswar Panda', 'Camilo Luciano Fosco', 'Chung-Ching Lin', 'Alex J Andonian', 'Yue Meng', 'Kate Saenko', 'Aude Oliva', 'Rogerio Feris']",https://openreview.net/forum?id=g21u6nlbPzn,"Performing inference on deep learning models for videos remains a challenge due to the large amount of computational resources required to achieve robust recognition. An inherent property of real-world videos is the high correlation of information across frames which can translate into redundancy in either temporal or spatial feature maps of the models, or both. The type of redundant features depends on the dynamics and type of events in the video: static videos have more temporal redundancy while videos focusing on objects tend to have more channel redundancy. Here we present a redundancy reduction framework, termed VA-RED$^2$, which is {\em input-dependent}. Specifically, our VA-RED$^2$ framework uses an input-dependent policy to decide how many features need to be computed for temporal and channel dimensions. To keep the capacity of the original model, after fully computing the necessary features, we reconstruct the remaining redundant features from those using cheap operations. We learn the adaptive policy jointly with the network weights in a differentiable way with a shared-weight mechanism, making it highly efficient. Extensive experiments on multiple video datasets and different visual tasks show that our framework achieves $20\% - 40\%$ reduction in computation (FLOPs) when compared to state-of-the-art methods without any performance loss.",ビデオの深層学習モデルで推論を実行することは、堅牢な認識を実現するために大量の計算リソースが必要になるため、依然として課題です。実世界のビデオに固有の特性は、フレーム間の情報の高い相関関係であり、モデルの時間的または空間的特徴マップ、あるいはその両方の冗長性に変換できます。冗長機能のタイプは、ビデオのダイナミクスとイベントのタイプによって異なります。静的ビデオは時間的冗長性が高く、オブジェクトに焦点を当てたビデオはチャネル冗長性が高い傾向があります。ここでは、入力に依存するVA-RED2と呼ばれる冗長性削減フレームワークを紹介します。具体的には、VA-RED2フレームワークは、入力に依存するポリシーを使用して、時間次元とチャネル次元に対して計算する必要のある特徴の数を決定します。元のモデルの容量を維持するために、必要な機能を完全に計算した後、安価な操作を使用する機能から残りの冗長な機能を再構築します。共有ウェイトメカニズムを使用して差別化可能な方法でネットワークウェイトと共同で適応ポリシーを学習し、非常に効率的にします。複数のビデオデータセットとさまざまな視覚的タスクに関する広範な実験により、パフォーマンスを低下させることなく、最先端の方法と比較した場合、フレームワークが計算（FLOP）を20％40％削減できることが示されています。,6.0,
"On the Stability of Fine-tuning BERT: Misconceptions, Explanations, and Strong Baselines","['Marius Mosbach', 'Maksym Andriushchenko', 'Dietrich Klakow']",https://openreview.net/forum?id=nzpLWnVAyah,"Fine-tuning pre-trained transformer-based language models such as BERT has become a common practice dominating leaderboards across various NLP benchmarks. Despite the strong empirical performance of fine-tuned models, fine-tuning is an unstable process: training the same model with multiple random seeds can result in a large variance of the task performance. Previous literature (Devlin et al., 2019; Lee et al., 2020; Dodge et al., 2020) identified two potential reasons for the observed instability: catastrophic forgetting and small size of the fine-tuning datasets. In this paper, we show that both hypotheses fail to explain the fine-tuning instability. We analyze BERT, RoBERTa, and ALBERT, fine-tuned on commonly used datasets from the GLUE benchmark, and show that the observed instability is caused by optimization difficulties that lead to vanishing gradients. Additionally, we show that the remaining variance of the downstream task performance can be attributed to differences in generalization where fine-tuned models with the same training loss exhibit noticeably different test performance. Based on our analysis, we present a simple but strong baseline that makes fine-tuning BERT-based models significantly more stable than the previously proposed approaches.",BERTなどの事前トレーニング済みのトランスベースの言語モデルを微調整することは、さまざまなNLPベンチマーク全体でリーダーボードを支配する一般的な方法になっています。微調整されたモデルの強力な経験的パフォーマンスにもかかわらず、微調整は不安定なプロセスです。複数のランダムシードを使用して同じモデルをトレーニングすると、タスクのパフォーマンスに大きなばらつきが生じる可能性があります。以前の文献（Devlin et al。、2019; Lee et al。、2020; Dodge et al。、2020）は、観察された不安定性の2つの潜在的な理由を特定しました：壊滅的な忘却と微調整データセットの小さいサイズ。この論文では、両方の仮説が微調整の不安定性を説明できないことを示しています。 GLUEベンチマークから一般的に使用されるデータセットで微調整されたBERT、RoBERTa、およびALBERTを分析し、観測された不安定性が勾配消失につながる最適化の問題によって引き起こされることを示します。さらに、ダウンストリームタスクのパフォーマンスの残りの分散は、同じトレーニング損失を持つ微調整されたモデルが著しく異なるテストパフォーマンスを示す一般化の違いに起因する可能性があることを示します。私たちの分析に基づいて、BERTベースのモデルを以前に提案されたアプローチよりも大幅に安定させるシンプルで強力なベースラインを提示します。,6.0,https://d3i71xaburhd42.cloudfront.net/8b9d77d5e52a70af37451d3db3d32781b83ea054/2-Figure1-1.png
Remembering for the Right Reasons: Explanations Reduce Catastrophic Forgetting,"['Sayna Ebrahimi', 'Suzanne Petryk', 'Akash Gokul', 'William Gan', 'Joseph E. Gonzalez', 'Marcus Rohrbach', 'trevor darrell']",https://openreview.net/forum?id=tHgJoMfy6nI,"The goal of continual learning (CL) is to learn a sequence of tasks without suffering from the phenomenon of catastrophic forgetting. Previous work has shown that leveraging memory in the form of a replay buffer can reduce performance degradation on prior tasks. We hypothesize that forgetting can be further reduced when the model is encouraged to remember the evidence for previously made decisions. As a first step towards exploring this hypothesis, we propose a simple novel training paradigm, called Remembering for the Right Reasons (RRR), that additionally stores visual model explanations for each example in the buffer and ensures the model has ``the right reasons'' for its predictions by encouraging its explanations to remain consistent with those used to make decisions at training time. Without this constraint, there is a drift in explanations and increase in forgetting as conventional continual learning algorithms learn new tasks. We demonstrate how RRR can be easily added to any memory or regularization-based approach and results in reduced forgetting, and more importantly, improved model explanations. We have evaluated our approach in the standard and few-shot settings and observed a consistent improvement across various CL approaches using different architectures and techniques to generate model explanations and demonstrated our approach showing a promising connection between explainability and continual learning. Our code is attached in the supplementary materials.",継続学習（CL）の目標は、壊滅的な忘却の現象に悩まされることなく、一連のタスクを学習することです。以前の作業では、再生バッファーの形でメモリを活用することで、以前のタスクのパフォーマンスの低下を減らすことができることが示されています。モデルが以前に行われた決定の証拠を記憶するように促されると、忘却をさらに減らすことができると仮定します。この仮説を探求するための最初のステップとして、Remembering for the Right Reasons（RRR）と呼ばれる単純な新しいトレーニングパラダイムを提案します。これは、各例の視覚的なモデルの説明をバッファーに追加で保存し、モデルに予測の正しい理由があることを確認します。トレーニング時に決定を下すために使用される説明と一貫性を保つように説明を奨励することによって。この制約がないと、従来の継続学習アルゴリズムが新しいタスクを学習するため、説明にドリフトが生じ、忘却が増加します。 RRRをメモリまたは正則化ベースのアプローチに簡単に追加して、忘却を減らし、さらに重要なことに、モデルの説明を改善する方法を示します。標準設定と数ショット設定でアプローチを評価し、さまざまなアーキテクチャと手法を使用してモデルの説明を生成するさまざまなCLアプローチ全体で一貫した改善を観察し、説明可能性と継続的な学習の間の有望な関係を示すアプローチを示しました。私たちのコードは補足資料に添付されています。,6.0,https://d3i71xaburhd42.cloudfront.net/c31d46f13cc9e5212e1cffd6e2fbc17fdf5d5ba9/2-Figure1-1.png
Greedy-GQ with Variance Reduction: Finite-time Analysis and Improved Complexity,"['Shaocong Ma', 'Ziyi Chen', 'Yi Zhou', 'Shaofeng Zou']",https://openreview.net/forum?id=6t_dLShIUyZ,"Greedy-GQ is a value-based reinforcement learning (RL) algorithm for optimal control. Recently, the finite-time analysis of Greedy-GQ has been developed under linear function approximation and Markovian sampling, and the algorithm is shown to achieve an $\epsilon$-stationary point with a sample complexity in the order of $\mathcal{O}(\epsilon^{-3})$. Such a high sample complexity is due to the large variance induced by the Markovian samples. In this paper, we propose a variance-reduced Greedy-GQ (VR-Greedy-GQ) algorithm for off-policy optimal control. In particular, the algorithm applies the SVRG-based variance reduction scheme to reduce the stochastic variance of the two time-scale updates. We study the finite-time convergence of VR-Greedy-GQ under linear function approximation and Markovian sampling and show that the algorithm achieves a much smaller bias and variance error than the original Greedy-GQ. In particular, we prove that VR-Greedy-GQ achieves an improved sample complexity that is in the order of $\mathcal{O}(\epsilon^{-2})$. We further compare the performance of VR-Greedy-GQ with that of Greedy-GQ in various RL experiments to corroborate our theoretical findings.",Greedy-GQは、最適制御のための値ベースの強化学習（RL）アルゴリズムです。最近、Greedy-GQの有限時間解析が線形関数近似とマルコフサンプリングの下で​​開発され、アルゴリズムはO（^（3））のオーダーのサンプル複雑さで停留点を達成することが示されています。このような高いサンプルの複雑さは、マルコフサンプルによって引き起こされる大きな分散によるものです。この論文では、ポリシー外の最適制御のための分散減少Greedy-GQ（VR-Greedy-GQ）アルゴリズムを提案します。特に、アルゴリズムはSVRGベースの分散削減スキームを適用して、2つのタイムスケール更新の確率的分散を削減します。線形関数近似とマルコフサンプリングの下で​​VR-Greedy-GQの有限時間収束を研究し、アルゴリズムが元のGreedy-GQよりもはるかに小さい偏りと分散誤差を達成することを示します。特に、VR-Greedy-GQがO（^（2））のオーダーのサンプルの複雑さを改善することを証明します。さらに、VR-Greedy-GQのパフォーマンスをさまざまなRL実験でGreedy-GQのパフォーマンスと比較して、理論的な発見を裏付けています。,6.0,
Loss Function Discovery for Object Detection via Convergence-Simulation Driven Search,"['Peidong Liu', 'Gengwei Zhang', 'Bochao Wang', 'Hang Xu', 'Xiaodan Liang', 'Yong Jiang', 'Zhenguo Li']",https://openreview.net/forum?id=5jzlpHvvRk,"Designing proper loss functions for vision tasks has been a long-standing research direction to advance the capability of existing models. For object detection, the well-established classification and regression loss functions have been carefully designed by considering diverse learning challenges (e.g. class imbalance, hard negative samples, and scale variances). Inspired by the recent progress in network architecture search, it is interesting to explore the possibility of discovering new loss function formulations via directly searching the primitive operation combinations. So that the learned losses not only fit for diverse object detection challenges to alleviate huge human efforts, but also have better alignment with evaluation metric and good mathematical convergence property. Beyond the previous auto-loss works on face recognition and image classification, our work makes the first attempt to discover new loss functions for the challenging object detection from primitive operation levels and finds the searched losses are insightful. We propose an effective convergence-simulation driven evolutionary search algorithm, called CSE-Autoloss, for speeding up the search progress by regularizing the mathematical rationality of loss candidates via two progressive convergence simulation modules: convergence property verification and model optimization simulation. CSE-Autoloss involves the search space (i.e. 20 mathematical operators, 3 constant-type inputs, and 3 variable-type inputs) that cover a wide range of the possible variants of existing losses and discovers best-searched loss function combination within a short time (around 1.5 wall-clock days with 20x speedup in comparison to the vanilla evolutionary algorithm). We conduct extensive evaluations of loss function search on popular detectors and validate the good generalization capability of searched losses across diverse architectures and various datasets. Our experiments show that the best-discovered loss function combinations outperform default combinations (Cross-entropy/Focal loss for classification and L1 loss for regression) by 1.1% and 0.8% in terms of mAP for two-stage and one-stage detectors on COCO respectively.",視覚タスクの適切な損失関数を設計することは、既存のモデルの機能を向上させるための長年の研究の方向性です。オブジェクト検出では、確立された分類関数と回帰損失関数が、さまざまな学習課題（クラスの不均衡、ハードネガティブサンプル、スケールの分散など）を考慮して慎重に設計されています。ネットワークアーキテクチャ検索の最近の進歩に触発されて、プリミティブ操作の組み合わせを直接検索することにより、新しい損失関数の定式化を発見する可能性を探求することは興味深いことです。そのため、学習した損失は、人間の多大な労力を軽減するためのさまざまなオブジェクト検出の課題に適合するだけでなく、評価メトリックおよび優れた数学的収束特性との整合性も向上します。顔認識と画像分類に関する以前の自動損失作業に加えて、私たちの作業は、原始的な操作レベルからの挑戦的なオブジェクト検出のための新しい損失関数を発見する最初の試みを行い、検索された損失が洞察に満ちていることを発見します。収束特性検証とモデル最適化シミュレーションの2つのプログレッシブ収束シミュレーションモジュールを介して損失候補の数学的合理性を正規化することにより、検索の進行を高速化するための、CSE-Autolossと呼ばれる効果的な収束シミュレーション駆動型進化的検索アルゴリズムを提案します。 CSE-Autolossは、既存の損失の可能なバリアントの広い範囲をカバーし、短時間で最もよく検索された損失関数の組み合わせを発見する検索スペース（つまり、20の数学演算子、3つの定数型入力、および3つの可変型入力）を含みます。 （バニラ進化的アルゴリズムと比較して20倍のスピードアップで約1.5壁時計日）。人気のある検出器で損失関数検索の広範な評価を実施し、さまざまなアーキテクチャとさまざまなデータセットにわたって検索された損失の優れた一般化機能を検証します。私たちの実験では、最もよく発見された損失関数の組み合わせが、デフォルトの組み合わせ（分類のクロスエントロピー/焦点損失および回帰のL1損失）よりも1.1優れていることが示されています。,6.0,
CO2: Consistent Contrast for Unsupervised Visual Representation Learning,"['Chen Wei', 'Huiyu Wang', 'Wei Shen', 'Alan Yuille']",https://openreview.net/forum?id=U4XLJhqwNF1,"Contrastive learning has been adopted as a core method for unsupervised visual representation learning. Without human annotation, the common practice is to perform an instance discrimination task: Given a query image crop, this task labels crops from the same image as positives, and crops from other randomly sampled images as negatives. An important limitation of this label assignment strategy is that it can not reflect the heterogeneous similarity between the query crop and each crop from other images, taking them as equally negative, while some of them may even belong to the same semantic class of the query. To address this issue, inspired by consistency regularization in semi-supervised learning on unlabeled data, we propose Consistent Contrast (CO2), which introduces a consistency regularization term into the current contrastive learning framework. Regarding the similarity of the query crop to each crop from other images as ``unlabeled'', the consistency term takes the corresponding similarity of a positive crop as a pseudo label and encourages consistency between these two similarities. Empirically, CO2 improves Momentum Contrast (MoCo) by 2.9% top-1 accuracy on ImageNet linear protocol, 3.8% and 1.1% top-5 accuracy on 1% and 10% labeled semi-supervised settings. It also transfers to image classification, object detection, and semantic segmentation on PASCAL VOC. This shows that CO2 learns better visual representations for these downstream tasks.",対照学習は、教師なし視覚表現学習のコアメソッドとして採用されています。人間による注釈がない場合、一般的な方法はインスタンス識別タスクを実行することです。クエリ画像のトリミングが与えられると、このタスクは同じ画像からのトリミングをポジティブとしてラベル付けし、他のランダムにサンプリングされた画像からのトリミングをネガティブとしてラベル付けします。このラベル割り当て戦略の重要な制限は、クエリクロップと他の画像の各クロップとの間の不均一な類似性を反映できず、それらを等しくネガティブと見なし、クエリの同じセマンティッククラスに属するものもあることです。この問題に対処するために、ラベルなしデータの半教師あり学習における一貫性の正則化に触発されて、現在の対照的な学習フレームワークに一貫性の正則化項を導入する一貫性のあるコントラスト（CO2）を提案します。クエリクロップと他の画像の各クロップとの類似性をラベルなしとして、一貫性の用語は、ポジティブクロップの対応する類似性を疑似ラベルとして取り、これら2つの類似性間の一貫性を促進します。経験的に、CO2は運動量コントラスト（MoCo）を2.9改善します,6.0,https://d3i71xaburhd42.cloudfront.net/b6f54f6d3a0cb9d3f1244c63773c40b0f5a1e224/3-Figure1-1.png
CT-Net: Channel Tensorization Network for Video Classification,"['Kunchang Li', 'Xianhang Li', 'Yali Wang', 'Jun Wang', 'Yu Qiao']",https://openreview.net/forum?id=UoaQUQREMOs,"3D convolution is powerful for video classification but often computationally expensive, recent studies mainly focus on decomposing it on spatial-temporal and/or channel dimensions.  Unfortunately,  most approaches fail to achieve a preferable balance between convolutional efficiency and feature-interaction sufficiency.  For this reason,  we propose a concise and novel Channel Tensorization Network (CT-Net),  by treating the channel dimension of input feature as a multiplication of K sub-dimensions. On one hand,  it naturally factorizes convolution in a multiple dimension way,  leading to a light computation burden.  On the other hand, it can effectively enhance feature interaction from different channels,  and progressively enlarge the 3D receptive field of such interaction to boost classification accuracy.  Furthermore, we equip our CT-Module with a Tensor Excitation (TE) mechanism. It can learn to exploit spatial, temporal and channel attention in a high-dimensional manner, to improve the cooperative power of all the feature dimensions in our CT-Module. Finally, we flexibly adapt ResNet as our CT-Net. Extensive experiments are conducted on several challenging video benchmarks, e.g., Kinetics-400, Something-Something V1 and V2. Our CT-Net outperforms a number of recent SOTA approaches, in terms of accuracy and/or efficiency.",3D畳み込みはビデオ分類には強力ですが、多くの場合計算コストが高く、最近の研究では主に時空間および/またはチャネル次元での分解に焦点が当てられています。残念ながら、ほとんどのアプローチでは、畳み込み効率と機能の相互作用の十分性の間で好ましいバランスをとることができません。このため、入力特徴のチャネル次元をK個のサブ次元の乗算として扱うことにより、簡潔で新しいチャネルテンソリゼーションネットワーク（CT-Net）を提案します。一方では、畳み込みを多次元の方法で自然に因数分解し、計算の負担を軽くします。一方、異なるチャネルからの特徴の相互作用を効果的に強化し、そのような相互作用の3D受容野を徐々に拡大して、分類の精度を高めることができます。さらに、CTモジュールにテンソル励起（TE）メカニズムを装備しています。 CTモジュールのすべての特徴次元の協調力を向上させるために、空間的、時間的、およびチャネルの注意を高次元的に活用することを学ぶことができます。最後に、ResNetをCT-Netとして柔軟に適応させます。 Kinetics-400、Something-Something V1、V2など、いくつかの挑戦的なビデオベンチマークで広範な実験が行われます。当社のCT-Netは、精度や効率の点で、最近の多くのSOTAアプローチよりも優れています。,6.0,
MixKD: Towards Efficient Distillation of Large-scale Language Models,"['Kevin J Liang', 'Weituo Hao', 'Dinghan Shen', 'Yufan Zhou', 'Weizhu Chen', 'Changyou Chen', 'Lawrence Carin']",https://openreview.net/forum?id=UFGEelJkLu5,"Large-scale language models have demonstrated impressive empirical performance in recent years. Nevertheless, the improved results are attained at the price of bigger size, more power consumption, and slower inference, which hinder their applicability to low-resource (memory and computation) platforms. Knowledge distillation (KD) has been demonstrated as an effective framework for compressing such big models. However, large-scale neural network systems are prone to memorizing training instances, and thus tend to make inconsistent predictions when the data distribution is slightly altered. Moreover, the student model has few opportunities to request useful information from teacher model when there is limited task-specific data available. To address these issues, we propose MixKD, a data-agnostic distillation framework that leverages Mixup, a simple yet efficient data augmentation approach, to endow the resulting model with stronger generalization ability. Concretely, in addition to the original training examples, the student model is encouraged to mimic teacher's behaviour on the linear interpolations of example pairs as well. We prove, from a theoretical perspective, that MixKD gives rise to a smaller gap between the generalization error and the empirical error. To verify its effectiveness, we conduct extensive experiments on the GLUE benchmark, where MixKD consistently leads to significant gains over the standard KD training, and outperforms several competitive baselines. Experiments under a limited-data setting and ablation studies further demonstrate the advantages of the proposed approach.",大規模な言語モデルは、近年、印象的な経験的パフォーマンスを示しています。それにもかかわらず、改善された結果は、より大きなサイズ、より多くの電力消費、およびより遅い推論の代償で達成され、それは低リソース（メモリおよび計算）プラットフォームへのそれらの適用を妨げる。知識蒸留（KD）は、このような大きなモデルを圧縮するための効果的なフレームワークとして実証されています。ただし、大規模なニューラルネットワークシステムはトレーニングインスタンスを記憶する傾向があるため、データ分布がわずかに変更されると、一貫性のない予測を行う傾向があります。さらに、利用可能なタスク固有のデータが限られている場合、学生モデルには教師モデルに有用な情報を要求する機会がほとんどありません。これらの問題に対処するために、MixKDを提案します。これは、シンプルでありながら効率的なデータ拡張アプローチであるMixupを活用して、結果のモデルに強力な一般化機能を与える、データに依存しない蒸留フレームワークです。具体的には、元のトレーニング例に加えて、学生モデルは、例のペアの線形補間でも教師の行動を模倣することが推奨されます。理論的な観点から、MixKDが汎化誤差と経験的誤差の間に小さなギャップを生じさせることを証明します。その有効性を検証するために、GLUEベンチマークで広範な実験を実施します。ここで、MixKDは、標準のKDトレーニングよりも一貫して大幅な向上をもたらし、いくつかの競合ベースラインを上回っています。限られたデータ設定とアブレーション研究の下での実験は、提案されたアプローチの利点をさらに示しています。,6.0,https://d3i71xaburhd42.cloudfront.net/e8f6eb89897c5880a99748f23c3d3763346eea45/7-Figure1-1.png
Learning Subgoal Representations with Slow Dynamics,"['Siyuan Li', 'Lulu Zheng', 'Jianhao Wang', 'Chongjie Zhang']",https://openreview.net/forum?id=wxRwhSdORKG,"In goal-conditioned Hierarchical Reinforcement Learning (HRL), a high-level policy periodically sets subgoals for a low-level policy, and the low-level policy is trained to reach those subgoals. A proper subgoal representation function, which abstracts a state space to a latent subgoal space, is crucial for effective goal-conditioned HRL, since different low-level behaviors are induced by reaching subgoals in the compressed representation space. Observing that the high-level agent operates at an abstract temporal scale, we propose a slowness objective to effectively learn the subgoal representation (i.e., the high-level action space). We provide a theoretical grounding for the slowness objective. That is, selecting slow features as the subgoal space can achieve efficient hierarchical exploration. As a result of better exploration ability, our approach significantly outperforms state-of-the-art HRL and exploration methods on a number of benchmark continuous-control tasks. Thanks to the generality of the proposed subgoal representation learning method, empirical results also demonstrate that the learned representation and corresponding low-level policies can be transferred between distinct tasks.",目標条件付き階層強化学習（HRL）では、高レベルのポリシーが定期的に低レベルのポリシーのサブゴールを設定し、低レベルのポリシーがそれらのサブゴールに到達するようにトレーニングされます。状態空間を潜在的なサブゴール空間に抽象化する適切なサブゴール表現関数は、圧縮された表現空間のサブゴールに到達することによってさまざまな低レベルの動作が誘発されるため、効果的なゴール条件付きHRLにとって重要です。高レベルのエージェントが抽象的な時間スケールで動作することを観察して、サブゴール表現（つまり、高レベルのアクション空間）を効果的に学習するためのスローネス目標を提案します。スローネス目標の理論的根拠を提供します。つまり、サブゴールスペースとして低速のフィーチャを選択すると、効率的な階層探索を実現できます。より優れた探査能力の結果として、私たちのアプローチは、多くのベンチマーク連続制御タスクにおいて、最先端のHRLおよび探査方法を大幅に上回っています。提案されたサブゴール表現学習方法の一般性のおかげで、経験的結果は、学習された表現と対応する低レベルのポリシーが異なるタスク間で転送できることも示しています。,6.0,
Exploring the Uncertainty Properties of Neural NetworksвЂ™ Implicit Priors in the Infinite-Width Limit,"['Ben Adlam', 'Jaehoon Lee', 'Lechao Xiao', 'Jeffrey Pennington', 'Jasper Snoek']",https://openreview.net/forum?id=MjvduJCsE4,"Modern deep learning models have achieved great success in predictive accuracy for many data modalities. However, their application to many real-world tasks is restricted by poor uncertainty estimates, such as overconfidence on out-of-distribution (OOD) data and ungraceful failing under distributional shift. Previous benchmarks have found that ensembles of neural networks (NNs) are typically the best calibrated models on OOD data. Inspired by this, we leverage recent theoretical advances that characterize the function-space prior of an infinitely-wide NN as a Gaussian process, termed the neural network Gaussian process (NNGP). We use the NNGP with a softmax link function to build a probabilistic model for multi-class classification and marginalize over the latent Gaussian outputs to sample from the posterior. This gives us a better understanding of the implicit prior NNs place on function space and allows a direct comparison of the calibration of the NNGP and its finite-width analogue. We also examine the calibration of previous approaches to classification with the NNGP, which treat classification problems as regression to the one-hot labels. In this case the Bayesian posterior is exact, and we compare several heuristics to generate a categorical distribution over classes. We find these methods are well calibrated under distributional shift. Finally, we consider an infinite-width final layer in conjunction with a pre-trained embedding. This replicates the important practical use case of transfer learning and allows scaling to significantly larger datasets. As well as achieving competitive predictive accuracy, this approach is better calibrated than its finite width analogue.",最新の深層学習モデルは、多くのデータモダリティの予測精度で大きな成功を収めています。ただし、多くの実際のタスクへの適用は、不確実性の見積もりが不十分であるために制限されています。たとえば、配布外（OOD）データに対する信頼の過大さや、配布シフトの下での不当な失敗などです。以前のベンチマークでは、ニューラルネットワーク（NN）のアンサンブルは、通常、OODデータで最適に調整されたモデルであることがわかっています。これに触発されて、ニューラルネットワークガウス過程（NNGP）と呼ばれるガウス過程として無限幅のNNの前の関数空間を特徴付ける最近の理論的進歩を活用します。ソフトマックスリンク関数を備えたNNGPを使用して、マルチクラス分類の確率モデルを構築し、潜在ガウス出力を周辺化して、後方からサンプリングします。これにより、関数空間に配置された暗黙の以前のNNをよりよく理解でき、NNGPとその有限幅のアナログのキャリブレーションを直接比較できます。また、分類の問題をワンホットラベルへの回帰として扱うNNGPを使用した分類への以前のアプローチのキャリブレーションについても検討します。この場合、ベイズ事後確率は正確であり、いくつかのヒューリスティックを比較して、クラス全体のカテゴリ分布を生成します。これらのメソッドは、分布シフトの下で適切に調整されていることがわかります。最後に、事前にトレーニングされた埋め込みと組み合わせて、無限幅の最終レイヤーを検討します。これは、転移学習の重要な実用的なユースケースを複製し、非常に大きなデータセットへのスケーリングを可能にします。このアプローチは、競争力のある予測精度を達成するだけでなく、有限幅のアナログよりも適切に調整されています。,6.0,
