title,authors,arxiv_url,abstract
Multi-Instance Multi-Label Learning Networks for Aspect-Category Sentiment Analysis,"['Yuncong Li', 'Cunxiang Yin', 'Sheng-hua Zhong', 'Xu Pan']",http://arxiv.org/abs/2010.02656v1,"Aspect-category sentiment analysis (ACSA) aims to predict sentiment polarities of sentences with respect to given aspect categories. To detect the sentiment toward a particular aspect category in a sentence, most previous methods first generate an aspect category-specific sentence representation for the aspect category, then predict the sentiment polarity based on the representation. These methods ignore the fact that the sentiment of an aspect category mentioned in a sentence is an aggregation of the sentiments of the words indicating the aspect category in the sentence, which leads to suboptimal performance. In this paper, we propose a Multi-Instance Multi-Label Learning Network for Aspect-Category sentiment analysis (AC-MIMLLN), which treats sentences as bags, words as instances, and the words indicating an aspect category as the key instances of the aspect category. Given a sentence and the aspect categories mentioned in the sentence, AC-MIMLLN first predicts the sentiments of the instances, then finds the key instances for the aspect categories, finally obtains the sentiments of the sentence toward the aspect categories by aggregating the key instance sentiments. Experimental results on three public datasets demonstrate the effectiveness of AC-MIMLLN."
Multi-modal Multi-label Emotion Detection with Modality and Label Dependence,"['Dong Zhang', 'Xincheng Ju', 'Junhui Li', 'Shoushan Li', 'Qiaoming Zhu', 'Guodong Zhou']",,
Multi-resolution Annotations for Emoji Prediction,"['Weicheng Ma', 'Ruibo Liu', 'Lili Wang', 'Soroush Vosoughi']",,
Multi-Stage Pre-training for Automated Chinese Essay Scoring,"['Wei Song', 'Kai Zhang', 'Ruiji Fu', 'Lizhen Liu', 'Ting Liu', 'Miaomiao Cheng']",,
Multi-Step Inference for Reasoning Over Paragraphs,"['Jiangming Liu', 'Matt Gardner', 'Shay B. Cohen', 'Mirella Lapata']",http://arxiv.org/abs/2004.02995v1,"Complex reasoning over text requires understanding and chaining together free-form predicates and logical connectives. Prior work has largely tried to do this either symbolically or with black-box transformers. We present a middle ground between these two extremes: a compositional model reminiscent of neural module networks that can perform chained logical reasoning. This model first finds relevant sentences in the context and then chains them together using neural modules. Our model gives significant performance improvements (up to 29\% relative error reduction when combined with a reranker) on ROPES, a recently-introduced complex reasoning dataset"
Multi-Task Learning for Logically Dependent Tasks from the Perspective of Causal Inference,"['Wenqing Chen', 'Jidong Tian', 'Liqiang Xiao', 'Hao He', 'Yaohui Jin']",,
Multi-task Learning for Multilingual Neural Machine Translation,"['Yiren Wang', 'ChengXiang Zhai', 'Hany Hassan']",http://arxiv.org/abs/2010.02523v1,"While monolingual data has been shown to be useful in improving bilingual neural machine translation (NMT), effectively and efficiently leveraging monolingual data for Multilingual NMT (MNMT) systems is a less explored area. In this work, we propose a multi-task learning (MTL) framework that jointly trains the model with the translation task on bitext data and two denoising tasks on the monolingual data. We conduct extensive empirical studies on MNMT systems with 10 language pairs from WMT datasets. We show that the proposed approach can effectively improve the translation quality for both high-resource and low-resource languages with large margin, achieving significantly better results than the individual bilingual models. We also demonstrate the efficacy of the proposed approach in the zero-shot setup for language pairs without bitext training data. Furthermore, we show the effectiveness of MTL over pre-training approaches for both NMT and cross-lingual transfer learning NLU tasks; the proposed approach outperforms massive scale models trained on single task."
Multi-turn Response Selection using Dialogue Dependency Relations,"['Qi Jia', 'Yizhu Liu', 'Siyu Ren', 'Kenny Zhu', 'Haifeng Tang']",http://arxiv.org/abs/2010.01502v1,"Multi-turn response selection is a task designed for developing dialogue agents. The performance on this task has a remarkable improvement with pre-trained language models. However, these models simply concatenate the turns in dialogue history as the input and largely ignore the dependencies between the turns. In this paper, we propose a dialogue extraction algorithm to transform a dialogue history into threads based on their dependency relations. Each thread can be regarded as a self-contained sub-dialogue. We also propose Thread-Encoder model to encode threads and candidates into compact representations by pre-trained Transformers and finally get the matching score through an attention layer. The experiments show that dependency relations are helpful for dialogue context understanding, and our model outperforms the state-of-the-art baselines on both DSTC7 and DSTC8*, with competitive results on UbuntuV2."
Multi-Unit Transformers for Neural Machine Translation,"['Jianhao Yan', 'Fandong Meng', 'Jie Zhou']",,
Multi-View Sequence-to-Sequence Models with Conversational Structure for Abstractive Dialogue Summarization,"['Jiaao Chen', 'Diyi Yang']",http://arxiv.org/abs/2010.01672v1,"Text summarization is one of the most challenging and interesting problems in NLP. Although much attention has been paid to summarizing structured text like news reports or encyclopedia articles, summarizing conversations---an essential part of human-human/machine interaction where most important pieces of information are scattered across various utterances of different speakers---remains relatively under-investigated. This work proposes a multi-view sequence-to-sequence model by first extracting conversational structures of unstructured daily chats from different views to represent conversations and then utilizing a multi-view decoder to incorporate different views to generate dialogue summaries. Experiments on a large-scale dialogue summarization corpus demonstrated that our methods significantly outperformed previous state-of-the-art models via both automatic evaluations and human judgment. We also discussed specific challenges that current approaches faced with this task. We have publicly released our code at https://github.com/GT-SALT/Multi-View-Seq2Seq."
Multi-view Story Characterization from Movie Plot Synopses and Reviews,"['Sudipta Kar', 'Gustavo Aguilar', 'Mirella Lapata', 'Thamar Solorio']",,
MultiCQA: Zero-Shot Transfer of Self-Supervised Text Matching Models on a Massive Scale,"['Andreas Rücklé', 'Jonas Pfeiffer', 'Iryna Gurevych']",http://arxiv.org/abs/2010.00980v1,"We study the zero-shot transfer capabilities of text matching models on a massive scale, by self-supervised training on 140 source domains from community question answering forums in English. We investigate the model performances on nine benchmarks of answer selection and question similarity tasks, and show that all 140 models transfer surprisingly well, where the large majority of models substantially outperforms common IR baselines. We also demonstrate that considering a broad selection of source domains is crucial for obtaining the best zero-shot transfer performances, which contrasts the standard procedure that merely relies on the largest and most similar domains. In addition, we extensively study how to best combine multiple source domains. We propose to incorporate self-supervised with supervised multi-task learning on all available source domains. Our best zero-shot transfer model considerably outperforms in-domain BERT and the previous state of the art on six benchmarks. Fine-tuning of our model with in-domain data results in additional large gains and achieves the new state of the art on all nine benchmarks."
Multilevel Text Alignment with Cross-Document Attention,"['Xuhui Zhou', 'Nikolaos Pappas', 'Noah A. Smith']",http://arxiv.org/abs/2010.01263v1,"Text alignment finds application in tasks such as citation recommendation and plagiarism detection. Existing alignment methods operate at a single, predefined level and cannot learn to align texts at, for example, sentence and document levels. We propose a new learning approach that equips previously established hierarchical attention encoders for representing documents with a cross-document attention component, enabling structural comparisons across different levels (document-to-document and sentence-to-document). Our component is weakly supervised from document pairs and can align at multiple levels. Our evaluation on predicting document-to-document relationships and sentence-to-document relationships on the tasks of citation recommendation and plagiarism detection shows that our approach outperforms previously established hierarchical, attention encoders based on recurrent and transformer contextualization that are unaware of structural correspondence between documents."
Multilingual AMR-to-Text Generation,"['Angela Fan', 'Claire Gardent']",,
Multimodal Joint Attribute Prediction and Value Extraction for E-commerce Product,"['Tiangang Zhu', 'Yue Wang', 'Haoran Li', 'Youzheng Wu', 'Xiaodong He', 'Bowen Zhou']",http://arxiv.org/abs/2009.07162v1,"Product attribute values are essential in many e-commerce scenarios, such as customer service robots, product recommendations, and product retrieval. While in the real world, the attribute values of a product are usually incomplete and vary over time, which greatly hinders the practical applications. In this paper, we propose a multimodal method to jointly predict product attributes and extract values from textual product descriptions with the help of the product images. We argue that product attributes and values are highly correlated, e.g., it will be easier to extract the values on condition that the product attributes are given. Thus, we jointly model the attribute prediction and value extraction tasks from multiple aspects towards the interactions between attributes and values. Moreover, product images have distinct effects on our tasks for different product attributes and values. Thus, we selectively draw useful visual information from product images to enhance our model. We annotate a multimodal product attribute value dataset that contains 87,194 instances, and the experimental results on this dataset demonstrate that explicitly modeling the relationship between attributes and values facilitates our method to establish the correspondence between them, and selectively utilizing visual product information is necessary for the task. Our code and dataset will be released to the public."
Multimodal Routing: Improving Local and Global Interpretability of Multimodal Language Analysis,"['Yao-Hung Hubert Tsai', 'Martin Ma', 'Muqiao Yang', 'Ruslan Salakhutdinov', 'Louis-Philippe Morency']",,
Multistage Fusion with Forget Gate for Multimodal Summarization in Open-Domain Videos,"['Nayu Liu', 'Xian Sun', 'Hongfeng Yu', 'Wenkai Zhang', 'Guangluan Xu']",,
MUTANT: A Training Paradigm for Out-of-Distribution Generalization in Visual Question Answering,"['Tejas Gokhale', 'Pratyay Banerjee', 'Chitta Baral', 'Yezhou Yang']",http://arxiv.org/abs/2009.08566v1,"While progress has been made on the visual question answering leaderboards, models often utilize spurious correlations and priors in datasets under the i.i.d. setting. As such, evaluation on out-of-distribution (OOD) test samples has emerged as a proxy for generalization. In this paper, we present \textit{MUTANT}, a training paradigm that exposes the model to perceptually similar, yet semantically distinct \textit{mutations} of the input, to improve OOD generalization, such as the VQA-CP challenge. Under this paradigm, models utilize a consistency-constrained training objective to understand the effect of semantic changes in input (question-image pair) on the output (answer). Unlike existing methods on VQA-CP, \textit{MUTANT} does not rely on the knowledge about the nature of train and test answer distributions. \textit{MUTANT} establishes a new state-of-the-art accuracy on VQA-CP with a $10.57\%$ improvement. Our work opens up avenues for the use of semantic input mutations for OOD generalization in question answering."
Named Entity Recognition Only from Word Embeddings,"['Ying Luo', 'Hai Zhao', 'Junlang Zhan']",,
Natural Language Processing for Achieving Sustainable Development: the Case of Neural Labelling to Enhance Community Profiling,"['Costanza Conforti', 'Stephanie Hirmer', 'Dai Morgan', 'Marco Basaldella', 'Yau Ben Or']",http://arxiv.org/abs/2004.12935v1,"In recent years, there has been an increasing interest in the application of Artificial Intelligence - and especially Machine Learning - to the field of Sustainable Development (SD). However, until now, NLP has not been applied in this context. In this research paper, we show the high potential of NLP applications to enhance the sustainability of projects. In particular, we focus on the case of community profiling in developing countries, where, in contrast to the developed world, a notable data gap exists. In this context, NLP could help to address the cost and time barrier of structuring qualitative data that prohibits its widespread use and associated benefits. We propose the new task of Automatic UPV classification, which is an extreme multi-class multi-label classification problem. We release Stories2Insights, an expert-annotated dataset, provide a detailed corpus analysis, and implement a number of strong neural baselines to address the task. Experimental results show that the problem is challenging, and leave plenty of room for future research at the intersection of NLP and SD."
Near-imperceptible Neural Linguistic Steganography via Self-Adjusting Arithmetic Coding,"['Jiaming Shen', 'Heng Ji', 'Jiawei Han']",http://arxiv.org/abs/2010.00677v1,"Linguistic steganography studies how to hide secret messages in natural language cover texts. Traditional methods aim to transform a secret message into an innocent text via lexical substitution or syntactical modification. Recently, advances in neural language models (LMs) enable us to directly generate cover text conditioned on the secret message. In this study, we present a new linguistic steganography method which encodes secret messages using self-adjusting arithmetic coding based on a neural language model. We formally analyze the statistical imperceptibility of this method and empirically show it outperforms the previous state-of-the-art methods on four datasets by 15.3% and 38.9% in terms of bits/word and KL metrics, respectively. Finally, human evaluations show that 51% of generated cover texts can indeed fool eavesdroppers."
Neural Deepfake Detection with Factual Structure of Text,"['Wanjun Zhong', 'Duyu Tang', 'Zenan Xu', 'Ruize Wang', 'Nan Duan', 'Ming Zhou', 'Jiahai Wang', 'Jian Yin']",,
Neural Extractive Summarization with Hierarchical Attentive Heterogeneous Graph Network,"['Ruipeng Jia', 'Yanan Cao', 'Hengzhu Tang', 'Fang Fang', 'Cong Cao', 'Shi Wang']",,
Neural Mask Generator: Learning to Generate Adaptive Word Maskings for Language Model Adaptation,"['Minki Kang', 'Moonsu Han', 'Sung Ju Hwang']",http://arxiv.org/abs/2010.02705v1,"We propose a method to automatically generate a domain- and task-adaptive maskings of the given text for self-supervised pre-training, such that we can effectively adapt the language model to a particular target task (e.g. question answering). Specifically, we present a novel reinforcement learning-based framework which learns the masking policy, such that using the generated masks for further pre-training of the target language model helps improve task performance on unseen texts. We use off-policy actor-critic with entropy regularization and experience replay for reinforcement learning, and propose a Transformer-based policy network that can consider the relative importance of words in a given text. We validate our Neural Mask Generator (NMG) on several question answering and text classification datasets using BERT and DistilBERT as the language models, on which it outperforms rule-based masking strategies, by automatically learning optimal adaptive maskings."
Neural Topic Modeling with Cycle-Consistent Adversarial Training,"['Xuemeng Hu', 'Rui Wang', 'Deyu Zhou', 'Yuxuan Xiong']",http://arxiv.org/abs/2009.13971v1,"Advances on deep generative models have attracted significant research interest in neural topic modeling. The recently proposed Adversarial-neural Topic Model models topics with an adversarially trained generator network and employs Dirichlet prior to capture the semantic patterns in latent topics. It is effective in discovering coherent topics but unable to infer topic distributions for given documents or utilize available document labels. To overcome such limitations, we propose Topic Modeling with Cycle-consistent Adversarial Training (ToMCAT) and its supervised version sToMCAT. ToMCAT employs a generator network to interpret topics and an encoder network to infer document topics. Adversarial training and cycle-consistent constraints are used to encourage the generator and the encoder to produce realistic samples that coordinate with each other. sToMCAT extends ToMCAT by incorporating document labels into the topic modeling process to help discover more coherent topics. The effectiveness of the proposed models is evaluated on unsupervised/supervised topic modeling and text classification. The experimental results show that our models can produce both coherent and informative topics, outperforming a number of competitive baselines."
Non-Autoregressive Machine Translation with Latent Alignments,"['Chitwan Saharia', 'William Chan', 'Saurabh Saxena', 'Mohammad Norouzi']",http://arxiv.org/abs/2004.07437v2,"This paper investigates two latent alignment models for non-autoregressive machine translation, namely CTC and Imputer. CTC generates outputs in a single step, makes strong conditional independence assumptions about output variables, and marginalizes out latent alignments using dynamic programming. Imputer generates outputs in a constant number of steps, and approximately marginalizes out possible generation orders and latent alignments for training. These models are simpler than existing non-autoregressive methods, since they do not require output length prediction as a pre-process. In addition, our architecture is simpler than typical encoder-decoder architectures, since input-output cross attention is not used. On the competitive WMT'14 En$\rightarrow$De task, our CTC model achieves 25.7 BLEU with a single generation step, while Imputer achieves 27.5 BLEU with 2 generation steps, and 28.0 BLEU with 4 generation steps. This compares favourably to the baseline autoregressive Transformer with 27.8 BLEU."
"Not Low-Resource Anymore: Aligner Ensembling, Batch Filtering, and New Datasets for Bengali-English Machine Translation","['Tahmid Hasan', 'Abhik Bhattacharjee', 'Kazi Samin', 'Masum Hasan', 'Madhusudan Basak', 'M. Sohel Rahman', 'Rifat Shahriyar']",http://arxiv.org/abs/2009.09359v2,"Despite being the seventh most widely spoken language in the world, Bengali has received much less attention in machine translation literature due to being low in resources. Most publicly available parallel corpora for Bengali are not large enough; and have rather poor quality, mostly because of incorrect sentence alignments resulting from erroneous sentence segmentation, and also because of a high volume of noise present in them. In this work, we build a customized sentence segmenter for Bengali and propose two novel methods for parallel corpus creation on low-resource setups: aligner ensembling and batch filtering. With the segmenter and the two methods combined, we compile a high-quality Bengali-English parallel corpus comprising of 2.75 million sentence pairs, more than 2 million of which were not available before. Training on neural models, we achieve an improvement of more than 9 BLEU score over previous approaches to Bengali-English machine translation. We also evaluate on a new test set of 1000 pairs made with extensive quality control. We release the segmenter, parallel corpus, and the evaluation set, thus elevating Bengali from its low-resource status. To the best of our knowledge, this is the first ever large scale study on Bengali-English machine translation. We believe our study will pave the way for future research on Bengali-English machine translation as well as other low-resource languages. Our data and code are available at https://github.com/csebuetnlp/banglanmt."
NwQM: A neural quality assessment framework for Wikipedia,"['Bhanu Prakash Reddy Guda', 'Sasi Bhushan Seelaboyina', 'Soumya Sarkar', 'Animesh Mukherjee']",,
OCR Post-Correction for Endangered Language Texts,"['Shruti Rijhwani', 'Antonios Anastasopoulos', 'Graham Neubig']",,
On Extractive and Abstractive Neural Document Summarization with Transformer Language Models,"['Jonathan Pilault', 'Raymond Li', 'Sandeep Subramanian', 'Chris Pal']",,
On Losses for Modern Language Models,"['Stéphane Aroca-Ouellette', 'Frank Rudzicz']",http://arxiv.org/abs/2010.01694v1,"BERT set many state-of-the-art results over varied NLU benchmarks by pre-training over two tasks: masked language modelling (MLM) and next sentence prediction (NSP), the latter of which has been highly criticized. In this paper, we 1) clarify NSP's effect on BERT pre-training, 2) explore fourteen possible auxiliary pre-training tasks, of which seven are novel to modern language models, and 3) investigate different ways to include multiple tasks into pre-training. We show that NSP is detrimental to training due to its context splitting and shallow semantic signal. We also identify six auxiliary pre-training tasks -- sentence ordering, adjacent sentence prediction, TF prediction, TF-IDF prediction, a FastSent variant, and a Quick Thoughts variant -- that outperform a pure MLM baseline. Finally, we demonstrate that using multiple tasks in a multi-task pre-training framework provides better results than using any single auxiliary task. Using these methods, we outperform BERT Base on the GLUE benchmark using fewer than a quarter of the training tokens."
On Negative Interference in Multilingual Language Models,"['Zirui Wang', 'Zachary C. Lipton', 'Yulia Tsvetkov']",,
On the Ability of Self-Attention Networks to Recognize Counter Languages,"['Satwik Bhattamishra', 'Kabir Ahuja', 'Navin Goyal']",,
On the Reliability and Validity of Detecting Approval of Political Actors in Tweets,"['Indira Sen', 'Fabian Flöck', 'Claudia Wagner']",,
On the Sentence Embeddings from BERT for Semantic Textual Similarity,"['Bohan Li', 'Hao Zhou', 'Junxian He', 'Mingxuan Wang', 'Yiming Yang', 'Lei Li']",,
Online Back-Parsing for AMR-to-Text Generation,"['Xuefeng Bai', 'Linfeng Song', 'Yue Zhang']",,
Online Conversation Disentanglement with Pointer Networks,"['Tao Yu', 'Shafiq Joty']",,
Optimus: Organizing Sentences via Pre-trained Modeling of a Latent Space,"['Chunyuan Li', 'Xiang Gao', 'Yuan Li', 'Baolin Peng', 'Xiujun Li', 'Yizhe Zhang', 'Jianfeng Gao']",http://arxiv.org/abs/2004.04092v3,"When trained effectively, the Variational Autoencoder (VAE) can be both a powerful generative model and an effective representation learning framework for natural language. In this paper, we propose the first large-scale language VAE model, Optimus. A universal latent embedding space for sentences is first pre-trained on large text corpus, and then fine-tuned for various language generation and understanding tasks. Compared with GPT-2, Optimus enables guided language generation from an abstract level using the latent vectors. Compared with BERT, Optimus can generalize better on low-resource language understanding tasks due to the smooth latent space structure. Extensive experimental results on a wide range of language tasks demonstrate the effectiveness of Optimus. It achieves new state-of-the-art on VAE language modeling benchmarks. We hope that our first pre-trained big VAE language model itself and results can help the NLP community renew the interests of deep generative models in the era of large-scale pre-training, and make these principled methods more practical."
PAIR: Planning and Iterative Refinement in Pre-trained Transformers for Long Text Generation,"['Xinyu Hua', 'Lu Wang']",http://arxiv.org/abs/2010.02301v1,"Pre-trained Transformers have enabled impressive breakthroughs in generating long and fluent text, yet their outputs are often ""rambling"" without coherently arranged content. In this work, we present a novel content-controlled text generation framework, PAIR, with planning and iterative refinement, which is built upon a large model, BART. We first adapt the BERT model to automatically construct the content plans, consisting of keyphrase assignments and their corresponding sentence-level positions. The BART model is employed for generation without modifying its structure. We then propose a refinement algorithm to gradually enhance the generation quality within the sequence-to-sequence framework. Evaluation with automatic metrics shows that adding planning consistently improves the generation quality on three distinct domains, with an average of 20 BLEU points and 12 METEOR points improvements. In addition, human judges rate our system outputs to be more relevant and coherent than comparisons without planning."
PALM: Pre-training an Autoencoding&autoregressive Language Model for Context-conditioned Generation,"['Bin Bi', 'Chenliang Li', 'Chen Wu', 'Ming Yan', 'Wei Wang', 'Songfang Huang', 'Fei Huang', 'Luo Si']",http://arxiv.org/abs/2004.07159v2,"Self-supervised pre-training, such as BERT, MASS and BART, has emerged as a powerful technique for natural language understanding and generation. Existing pre-training techniques employ autoencoding and/or autoregressive objectives to train Transformer-based models by recovering original word tokens from corrupted text with some masked tokens. The training goals of existing techniques are often inconsistent with the goals of many language generation tasks, such as generative question answering and conversational response generation, for producing new text given context. This work presents PALM with a novel scheme that jointly pre-trains an autoencoding and autoregressive language model on a large unlabeled corpus, specifically designed for generating new text conditioned on context. The new scheme alleviates the mismatch introduced by the existing denoising scheme between pre-training and fine-tuning where generation is more than reconstructing original text. An extensive set of experiments show that PALM achieves new state-of-the-art results on a variety of language generation benchmarks covering generative question answering (Rank 1 on the official MARCO leaderboard), abstractive summarization on CNN/DailyMail as well as Gigaword, question generation on SQuAD, and conversational response generation on Cornell Movie Dialogues."
PARADE: A New Dataset for Paraphrase Identification Requiring Computer Science Domain Knowledge,"['Yun He', 'Zhuoer Wang', 'Yin Zhang', 'Ruihong Huang', 'James Caverlee']",http://arxiv.org/abs/2010.03725v1,"We present a new benchmark dataset called PARADE for paraphrase identification that requires specialized domain knowledge. PARADE contains paraphrases that overlap very little at the lexical and syntactic level but are semantically equivalent based on computer science domain knowledge, as well as non-paraphrases that overlap greatly at the lexical and syntactic level but are not semantically equivalent based on this domain knowledge. Experiments show that both state-of-the-art neural models and non-expert human annotators have poor performance on PARADE. For example, BERT after fine-tuning achieves an F1 score of 0.709, which is much lower than its performance on other paraphrase identification datasets. PARADE can serve as a resource for researchers interested in testing models that incorporate domain knowledge. We make our data and code freely available."
Parallel Interactive Networks for Multi-Domain Dialogue State Generation,"['Junfan Chen', 'Richong Zhang', 'Yongyi Mao', 'Jie Xu']",http://arxiv.org/abs/2009.07616v2,"The dependencies between system and user utterances in the same turn and across different turns are not fully considered in existing multidomain dialogue state tracking (MDST) models. In this study, we argue that the incorporation of these dependencies is crucial for the design of MDST and propose Parallel Interactive Networks (PIN) to model these dependencies. Specifically, we integrate an interactive encoder to jointly model the in-turn dependencies and cross-turn dependencies. The slot-level context is introduced to extract more expressive features for different slots. And a distributed copy mechanism is utilized to selectively copy words from historical system utterances or historical user utterances. Empirical studies demonstrated the superiority of the proposed PIN model."
Pareto Probing: Trading-Off Accuracy and Complexity,"['Tiago Pimentel', 'Naomi Saphra', 'Adina Williams', 'Ryan Cotterell']",http://arxiv.org/abs/2010.02180v1,"The question of how to probe contextual word representations in a way that is principled and useful has seen significant recent attention. In our contribution to this discussion, we argue, first, for a probe metric that reflects the trade-off between probe complexity and performance: the Pareto hypervolume. To measure complexity, we present a number of parametric and non-parametric metrics. Our experiments with such metrics show that probe's performance curves often fail to align with widely accepted rankings between language representations (with, e.g., non-contextual representations outperforming contextual ones). These results lead us to argue, second, that common simplistic probe tasks such as POS labeling and dependency arc labeling, are inadequate to evaluate the properties encoded in contextual word representations. We propose full dependency parsing as an example probe task, and demonstrate it with the Pareto hypervolume. In support of our arguments, the results of this illustrative experiment conform closer to accepted rankings among contextual word representations."
Partially-Aligned Data-to-Text Generation with Distant Supervision,"['Zihao Fu', 'Bei Shi', 'Wai Lam', 'Lidong Bing', 'Zhiyuan Liu']",http://arxiv.org/abs/2010.01268v1,"The Data-to-Text task aims to generate human-readable text for describing some given structured data enabling more interpretability. However, the typical generation task is confined to a few particular domains since it requires well-aligned data which is difficult and expensive to obtain. Using partially-aligned data is an alternative way of solving the dataset scarcity problem. This kind of data is much easier to obtain since it can be produced automatically. However, using this kind of data induces the over-generation problem posing difficulties for existing models, which tends to add unrelated excerpts during the generation procedure. In order to effectively utilize automatically annotated partially-aligned datasets, we extend the traditional generation task to a refined task called Partially-Aligned Data-to-Text Generation (PADTG) which is more practical since it utilizes automatically annotated data for training and thus considerably expands the application domains. To tackle this new task, we propose a novel distant supervision generation framework. It firstly estimates the input data's supportiveness for each target word with an estimator and then applies a supportiveness adaptor and a rebalanced beam search to harness the over-generation problem in the training and generation phases respectively. We also contribute a partially-aligned dataset (The data and source code of this paper can be obtained from https://github.com/fuzihaofzh/distant_supervision_nlg by sampling sentences from Wikipedia and automatically extracting corresponding KB triples for each sentence from Wikidata. The experimental results show that our framework outperforms all baseline models as well as verify the feasibility of utilizing partially-aligned data."
PathQG: Neural Question Generation from Facts,"['Siyuan Wang', 'Zhongyu Wei', 'Zhihao Fan', 'Zengfeng Huang', 'Weijian Sun', 'Qi ZHANG', 'Xuanjing Huang']",,
Personal Information Leakage Detection in Conversations,"['Qiongkai Xu', 'Lizhen Qu', 'Zeyu Gao', 'Gholamreza Haffari']",,
Planning and Generating Natural and Diverse Disfluent Texts as Augmentation for Disfluency Detection,"['Jingfeng Yang', 'Diyi Yang', 'Zhaoran Ma']",,
PlotMachines: Outline-Conditioned Generation with Dynamic Plot State Tracking,"['Hannah Rashkin', 'Asli Celikyilmaz', 'Yejin Choi', 'Jianfeng Gao']",http://arxiv.org/abs/2004.14967v1,"We propose the task of outline-conditioned story generation: given an outline as a set of phrases that describe key characters and events to appear in a story, the task is to generate a coherent narrative that is consistent with the provided outline. This task is challenging as the input only provides a rough sketch of the plot, and thus, models need to generate a story by weaving through the key points provided in the outline. This requires the model to keep track of the dynamic states of the latent plot, conditioning on the input outline while generating the full story. We present PlotMachines, a neural narrative model that learns to transform an outline into a coherent story by tracking the dynamic plot states. In addition, we enrich PlotMachines with high-level discourse structure so that the model can learn different styles of writing corresponding to different parts of the narrative. Comprehensive experiments over three fiction and non-fiction datasets demonstrate that recently introduced large-scale language models, such as GPT-2 and Grover, despite their impressive generation performance, are not sufficient in generating coherent narratives for the given outline, and dynamic plot state tracking is important for composing narratives with tighter, more consistent plots."
Plug and Play Autoencoders for Conditional Text Generation,"['Florian Mai', 'Nikolaos Pappas', 'Ivan Montero', 'Noah A. Smith', 'James Henderson']",http://arxiv.org/abs/2010.02983v1,"Text autoencoders are commonly used for conditional generation tasks such as style transfer. We propose methods which are plug and play, where any pretrained autoencoder can be used, and only require learning a mapping within the autoencoder's embedding space, training embedding-to-embedding (Emb2Emb). This reduces the need for labeled training data for the task and makes the training procedure more efficient. Crucial to the success of this method is a loss term for keeping the mapped embedding on the manifold of the autoencoder and a mapping which is trained to navigate the manifold by learning offset vectors. Evaluations on style transfer tasks both with and without sequence-to-sequence supervision show that our method performs better than or comparable to strong baselines while being up to four times faster."
Point to the Expression: Solving Algebraic Word Problems using the Expression-Pointer Transformer Model,"['Bugeun Kim', 'Kyung Seo Ki', 'Donggeon Lee', 'Gahgene Gweon']",,
Pointer: Constrained Text Generation via Insertion-based Generative Pre-training,"['Yizhe Zhang', 'Guoyin Wang', 'Chunyuan Li', 'Zhe Gan', 'Chris Brockett', 'Bill Dolan']",http://arxiv.org/abs/2005.00558v2,"Large-scale pre-trained language models, such as BERT and GPT-2, have achieved excellent performance in language representation learning and free-form text generation. However, these models cannot be directly employed to generate text under specified lexical constraints. To address this challenge, we present POINTER (PrOgressive INsertion-based TransformER), a simple yet novel insertion-based approach for hard-constrained text generation. The proposed method operates by progressively inserting new tokens between existing tokens in a parallel manner. This procedure is recursively applied until a sequence is completed. The resulting coarse-to-fine hierarchy makes the generation process intuitive and interpretable. We pre-train our model with the proposed progressive insertion-based objective on a 12GB Wikipedia dataset, and fine-tune it on downstream hard-constrained generation tasks. Non-autoregressive decoding yields an empirically logarithmic time complexity during inference time. Experimental results on both News and Yelp datasets demonstrate that POINTER achieves state-of-the-art performance on constrained text generation. We released the pre-trained models and the source code to facilitate future research (https://github.com/dreasysnail/POINTER)."
Position-Aware Tagging for Aspect Sentiment Triplet Extraction,"['Lu Xu', 'Hao Li', 'Wei Lu', 'Lidong Bing']",http://arxiv.org/abs/2010.02609v1,"Aspect Sentiment Triplet Extraction (ASTE) is the task of extracting the triplets of target entities, their associated sentiment, and opinion spans explaining the reason for the sentiment. Existing research efforts mostly solve this problem using pipeline approaches, which break the triplet extraction process into several stages. Our observation is that the three elements within a triplet are highly related to each other, and this motivates us to build a joint model to extract such triplets using a sequence tagging approach. However, how to effectively design a tagging approach to extract the triplets that can capture the rich interactions among the elements is a challenging research question. In this work, we propose the first end-to-end model with a novel position-aware tagging scheme that is capable of jointly extracting the triplets. Our experimental results on several existing datasets show that jointly capturing elements in the triplet using our approach leads to improved performance over the existing approaches. We also conducted extensive experiments to investigate the model effectiveness and robustness."
PowerTransformer: Unsupervised Controllable Revision for Biased Language Correction,"['Xinyao Ma', 'Maarten Sap', 'Hannah Rashkin', 'Yejin Choi']",,
Pre-tokenization of Multi-word Expressions in Cross-lingual Word Embeddings,"['Naoki Otani', 'Satoru Ozaki', 'Xingyuan Zhao', 'Yucen Li', 'Micaelah St Johns', 'Lori Levin']",,
Pre-training Entity Relation Encoder with Intra-span and Inter-span Information,"['Yijun Wang', 'Changzhi Sun', 'Yuanbin Wu', 'Junchi Yan', 'Peng Gao', 'Guotong Xie']",,
